Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",0,4.12,Scholastic Press,Hardcover,390,2010,2010,,2022/08/07,"dystopia, owned","dystopia (#11), owned (#85)",read,,,,1,0
13541056,"Queen of Air and Darkness (The Dark Artifices, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1442468459""","=""9781442468450""",0,4.32,Margaret K. McElderry Books,Kindle Edition,893,2018,2018,,2022/10/06,"low-fantasy, owned","low-fantasy (#24), owned (#88)",read,,,,1,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",0,4.30,Houghton Mifflin,Paperback,366,2002,1937,,2022/12/28,"high-fantasy, owned","high-fantasy (#9), owned (#82)",read,,,,1,0
38709,"Holes (Holes, #1)",Louis Sachar,"Sachar, Louis",,"=""0439244196""","=""9780439244190""",0,4.01,Scholastic,Paperback,272,2000,1998,,2022/12/28,owned,owned (#81),read,,,,1,0
1158123,The Kite Rider,Geraldine McCaughrean,"McCaughrean, Geraldine",,"=""0066238749""","=""9780066238746""",0,3.53,HarperCollins,Hardcover,288,2002,2002,,2022/12/28,owned,owned (#78),read,,,,1,0
47624,"Lirael (Abhorsen, #2)",Garth Nix,"Nix, Garth",,"=""0060590165""","=""9780060590161""",0,4.29,HarperColl,Paperback,464,2015,2001,,2022/12/28,"high-fantasy, owned","high-fantasy (#11), owned (#79)",read,,,,1,0
29414640,"Goldenhand (Abhorsen, #5)",Garth Nix,"Nix, Garth",,"=""""","=""""",0,4.11,HarperCollins,Kindle Edition,368,2016,2016,,2022/12/28,"high-fantasy, owned","high-fantasy (#8), owned (#80)",read,,,,1,0
8694,"Life, the Universe and Everything (The Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",4,4.16,Random House Worlds,Paperback,224,1997,1982,,2022/12/28,"science-fiction, owned","science-fiction (#22), owned (#75)",read,,,,1,0
37586,"The Lost Colony (Artemis Fowl, #5)",Eoin Colfer,"Colfer, Eoin",,"=""""","=""""",0,4.01,Miramax Books/Hyperion Books for Children,Hardcover,385,2006,2006,,2022/12/28,"science-fiction, low-fantasy, owned","science-fiction (#23), low-fantasy (#22), owned (#72)",read,,,,1,0
1660794,"Hurricane Gold (Young Bond, #4)",Charlie Higson,"Higson, Charlie",,"=""0141383917""","=""9780141383910""",0,4.15,Puffin Books,Hardcover,354,2007,2007,,2022/12/28,"science-fiction, owned","science-fiction (#18), owned (#73)",read,,,,1,0
25689056,"The Inquisition (Summoner, #2)",Taran Matharu,"Matharu, Taran",,"=""1250076315""","=""9781250076311""",0,4.30,Feiwel & Friends,Hardcover,368,2016,2016,,2022/12/28,"high-fantasy, owned","high-fantasy (#10), owned (#77)",read,,,,1,0
26631730,"Heads You Die (Young Bond, #7)",Steve Cole,"Cole, Steve",,"=""1782952411""","=""9781782952411""",0,3.89,Red Fox,Paperback,310,2016,2016,,2022/12/28,"spy, owned","spy (#8), owned (#74)",read,,,,1,0
53764,The Great Dune Trilogy,Frank Herbert,"Herbert, Frank",,"=""0575070706""","=""9780575070707""",5,4.37,Gollancz,Paperback,912,2005,1965,2022/06/24,2022/10/06,"science-fiction, owned","science-fiction (#14), owned (#67)",read,,,,1,0
2536134,"Gone (Gone, #1)",Michael  Grant,"Grant, Michael",,"=""0061448761""","=""9780061448768""",0,3.87,Katherine Tegen Books,Hardcover,560,2008,2008,,2022/08/07,"dystopia, low-fantasy, owned","dystopia (#7), low-fantasy (#17), owned (#65)",read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",0,4.35,Scholastic Press,Hardcover,374,2008,2008,,2022/08/07,"dystopia, owned","dystopia (#9), owned (#63)",read,,,,1,0
5047880,"Hunger (Gone, #2)",Michael  Grant,"Grant, Michael",,"=""""","=""""",0,4.02,Katherine Tegen Books,Hardcover,590,2009,2009,,2022/08/07,"dystopia, low-fantasy, owned","dystopia (#8), low-fantasy (#18), owned (#66)",read,,,,1,0
11735983,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,"=""0007442912""","=""9780007442911""",0,3.96,HarperCollins Children's Books,Hardcover,525,2012,2012,,2022/08/07,"dystopia, owned","dystopia (#10), owned (#64)",read,,,,1,0
25494343,"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1442468351""","=""9781442468351""",0,4.35,Margaret K. McElderry Books,Hardcover,688,2016,2016,,2022/10/06,"low-fantasy, owned","low-fantasy (#21), owned (#68)",read,,,,1,0
216422,"Star Wars: The Last Command (The Thrawn Trilogy, #3)",Timothy Zahn,"Zahn, Timothy",,"=""0553564927""","=""9780553564921""",4,4.27,Random House Worlds,Mass Market Paperback,467,1993,1993,2021/05/27,2021/04/14,"science-fiction, owned","science-fiction (#21), owned (#61)",read,,,,1,0
40604754,"Star Wars: Heir to the Empire (The Thrawn Trilogy, #1)",Timothy Zahn,"Zahn, Timothy",,"=""""","=""""",5,4.17,Del Rey,ebook,434,2011,1991,,2021/04/14,"science-fiction, owned","science-fiction (#16), owned (#62)",read,,,,1,0
386162,"The Hitchhiker’s Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,4.22,Del Rey,Paperback,193,2007,1979,,2021/04/14,"science-fiction, owned","science-fiction (#17), owned (#57)",read,,,,1,0
352701,"Fergus Crane (Far-Flung Adventures, #1)",Paul Stewart,"Stewart, Paul",Chris Riddell,"=""0385750889""","=""9780385750882""",0,3.90,Random House,Hardcover,232,2004,2004,,2022/12/28,owned,owned (#52),read,,,,1,0
18155,"Cuckoo's Egg (Age of Exploration, #3)",C.J. Cherryh,"Cherryh, C.J.",,"=""0749301163""","=""9780749301163""",0,3.96,Mandarin ,Paperback,319,1989,1985,,2023/01/12,"to-read, science-fiction, owned","to-read (#6), science-fiction (#33), owned (#56)",to-read,,,,0,0
493456,"Extras (Uglies, #4)",Scott Westerfeld,"Westerfeld, Scott",,"=""1416951172""","=""9781416951179""",0,3.59,Simon Pulse,Hardcover,417,2007,2006,,2022/12/28,"dystopia, owned","dystopia (#4), owned (#54)",read,,,,1,0
8827905,"The Doomsday Code (TimeRiders, #3)",Alex Scarrow,"Scarrow, Alex",,"=""0141333480""","=""9780141333489""",0,4.10,Puffin,Paperback,448,2011,2011,,2022/12/28,owned,owned (#51),read,,,,1,0
1253424,"The Fire Thief (Fire Thief Trilogy, #1)",Terry Deary,"Deary, Terry",,"=""0753461188""","=""9780753461181""",0,3.68,Kingfisher,Paperback,253,2007,2005,,2022/12/28,owned,owned (#46),read,,,,1,0
175004,"Eagle Strike (Alex Rider, #4)",Anthony Horowitz,"Horowitz, Anthony",,"=""0142406139""","=""9780142406137""",0,4.12,Speak,Paperback,352,2006,2003,,2022/12/28,"spy, owned","spy (#7), owned (#44)",read,,,,1,0
6566616,"Crocodile Tears (Alex Rider, #8)",Anthony Horowitz,"Horowitz, Anthony",,"=""0399250565""","=""9780399250569""",0,4.17,Philomel Books,Hardcover,385,2009,2009,,2022/12/28,"spy, owned","spy (#5), owned (#45)",read,,,,1,0
8129464,"Day of the Predator (TimeRiders, #2)",Alex Scarrow,"Scarrow, Alex",,"=""""","=""""",0,4.07,Puffin,Paperback,448,2010,2010,,2022/12/28,owned,owned (#49),read,,,,1,0
10726285,"The Eternal War (TimeRiders, #4)",Alex Scarrow,"Scarrow, Alex",,"=""0141336331""","=""9780141336336""",0,4.04,Puffin,Paperback,448,2011,2011,,2022/12/28,owned,owned (#50),read,,,,1,0
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""1857231384""","=""9781857231380""",4,3.85,Orbit,Paperback,467,1988,1987,,2022/12/28,"science-fiction, owned","science-fiction (#7), owned (#43)",read,,,,1,0
360918,"Double or Die (Young Bond, #3)",Charlie Higson,"Higson, Charlie",,"=""0141322039""","=""9780141322032""",0,4.08,Puffin Books,Paperback,390,2007,2007,,2022/12/28,"spy, owned","spy (#6), owned (#42)",read,,,,1,0
227865,"The Eternity Code (Artemis Fowl, #3)",Eoin Colfer,"Colfer, Eoin",,"=""0141321318""","=""9780141321318""",0,4.05,Puffin,Paperback,329,2006,2003,,2022/12/28,"low-fantasy, science-fiction, owned","low-fantasy (#14), science-fiction (#9), owned (#37)",read,,,,1,0
8540357,"The Enemy (The Enemy, #1)",Charlie Higson,"Higson, Charlie",,"=""0141325011""","=""9780141325019""",0,4.10,Puffin,Mass Market Paperback,407,2010,2009,,2022/12/28,owned,owned (#38),read,,,,1,0
21888732,"The Dead (The Enemy, #2)",Charlie Higson,"Higson, Charlie",,"=""1484721454""","=""9781484721452""",0,4.30,"Little, Brown Books for Young Readers",Paperback,485,2014,2010,,2022/12/28,owned,owned (#39),read,,,,1,0
21888731,"The Fear (The Enemy, #3)",Charlie Higson,"Higson, Charlie",,"=""1484721446""","=""9781484721445""",0,4.35,"Little, Brown Books for Young Readers",Paperback,496,2014,2011,,2022/12/28,owned,owned (#40),read,,,,1,0
20617860,"The Fallen (The Enemy, #5)",Charlie Higson,"Higson, Charlie",,"=""0141336153""","=""9780141336152""",0,4.40,Puffin UK,Paperback,502,2014,2013,,2022/12/28,owned,owned (#41),read,,,,1,0
216442,"Star Wars: Dark Force Rising (The Thrawn Trilogy, #2)",Timothy Zahn,"Zahn, Timothy",,"=""0553560719""","=""9780553560718""",4,4.19,Random House Worlds,Mass Market Paperback,439,1993,1992,2021/04/28,2021/04/14,"science-fiction, owned","science-fiction (#8), owned (#32)",read,,,,1,0
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0062024035""","=""9780062024039""",3,4.13,Katherine Tegen Books,Paperback,487,2012,2011,,2021/04/14,"dystopia, owned","dystopia (#3), owned (#30)",read,,,,1,0
18335634,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1406321346""","=""9781406321340""",0,4.55,Walker Books Ltd,Paperback,567,2013,2013,,2022/10/06,"low-fantasy, owned","low-fantasy (#13), owned (#14)",read,,,,1,0
10025305,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1416975888""","=""9781416975885""",0,4.42,Margaret K. McElderry Books,Hardcover,498,2011,2011,,2022/10/06,"low-fantasy, owned","low-fantasy (#12), owned (#12)",read,,,,1,0
1291211,"Class A (CHERUB, #2)",Robert Muchamore,"Muchamore, Robert",,"=""0340881542""","=""9780340881545""",0,4.28,Hodder Childrens,Paperback,291,2004,2004,,2022/12/28,"spy, owned","spy (#4), owned (#25)",read,,,,1,0
334643,"Abhorsen (Abhorsen, #3)",Garth Nix,"Nix, Garth",,"=""0060278250""","=""9780060278250""",0,4.25,HarperCollins,Hardcover,358,2003,2003,,2022/12/28,"high-fantasy, owned","high-fantasy (#1), owned (#26)",read,,,,1,0
48862,Brighton Rock,Graham Greene,"Greene, Graham",J.M. Coetzee,"=""""","=""""",0,3.69,Vintage,Paperback,269,2004,1938,,2022/12/28,owned,owned (#23),read,,,,1,0
6783129,"The Cardturner: A Novel about a King, a Queen, and a Joker",Louis Sachar,"Sachar, Louis",,"=""0385736622""","=""9780385736626""",0,3.84,Delacorte Books for Young Readers,Hardcover,336,2010,2010,,2022/12/28,owned,owned (#27),read,,,,1,0
13642246,"BZRK (BZRK, #1)",Michael  Grant,"Grant, Michael",,"=""1606844180""","=""9781606844182""",0,3.67,Carolrhoda Lab ®,Paperback,400,2013,2012,,2022/12/28,"science-fiction, owned","science-fiction (#6), owned (#22)",read,,,,1,0
31687423,"The Battlemage (Summoner, #3)",Taran Matharu,"Matharu, Taran",,"=""""","=""""",0,4.30,Feiwel & Friends,Kindle Edition,385,2017,2017,,2022/12/28,"high-fantasy, owned","high-fantasy (#2), owned (#24)",read,,,,1,0
43708884,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,"Mackesy, Charlie",,"=""1529105102""","=""9781529105100""",0,4.56,Ebury Press,Hardcover,128,2019,2019,,2022/12/29,"to-read, owned","to-read (#5), owned (#28)",to-read,,,,0,0
94319,Ark Angel (Alex Rider #6),Anthony Horowitz,"Horowitz, Anthony",,"=""0142407380""","=""9780142407387""",4,4.12,Speak,Paperback,352,2007,2005,,2022/12/28,"spy, owned","spy (#1), owned (#21)",read,,,,1,0
278794,"Blood Fever (Young Bond, #2)",Charlie Higson,"Higson, Charlie",,"=""0786836628""","=""9780786836628""",4,4.02,"Little, Brown Books for Young Readers",Paperback,368,2006,2006,,2022/12/28,"spy, owned","spy (#2), owned (#19)",read,,,,1,0
114955,"The Arctic Incident  (Artemis Fowl, #2)",Eoin Colfer,"Colfer, Eoin",Sian Melangell Dafydd,"=""""","=""""",0,3.96,Hyperion Books for Children,Paperback,398,2004,2002,,2022/12/28,"low-fantasy, science-fiction, owned","low-fantasy (#2), science-fiction (#2), owned (#17)",read,,,,1,0
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"Colfer, Eoin",,"=""""","=""""",0,3.86,Miramax,Paperback,396,2003,2001,,2022/12/28,"low-fantasy, science-fiction, owned","low-fantasy (#3), science-fiction (#3), owned (#16)",read,,,,1,0
18122,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,"Pullman, Philip",,"=""0440238153""","=""9780440238157""",0,4.11,Laurel Leaf,Mass Market Paperback,465,2003,2000,,2022/10/06,"low-fantasy, owned","low-fantasy (#1), owned (#15)",read,,,,1,0
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416975861""","=""9781416975861""",0,4.31,Margaret K. McElderry Books,Hardcover,479,2010,2010,,2022/10/06,"low-fantasy, owned","low-fantasy (#11), owned (#13)",read,,,,1,0
7005865,The Atlantis Complex (Artemis Fowl #7),Eoin Colfer,"Colfer, Eoin",,"=""1423128192""","=""9781423128199""",0,3.97,Disney/Hyperion Books,Hardcover,357,2010,2010,,2022/12/28,"low-fantasy, science-fiction, owned","low-fantasy (#4), science-fiction (#4), owned (#18)",read,,,,1,0
4634352,"By Royal Command (Young Bond, #5)",Charlie Higson,"Higson, Charlie",,"=""0141384514""","=""9780141384511""",0,4.14,Puffin Books,Hardcover,384,2008,2008,,2022/12/28,"spy, owned","spy (#3), owned (#20)",read,,,,1,0
1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1416914293""","=""9781416914297""",0,4.10,Margaret K. McElderry Books,Hardcover,453,2008,2008,,2022/08/07,"low-fantasy, owned","low-fantasy (#5), owned (#4)",read,,,,1,0
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416914285""","=""9781416914280""",0,4.07,Margaret K. McElderry Books,Hardcover,485,2007,2007,,2022/10/06,"low-fantasy, owned","low-fantasy (#6), owned (#11)",read,,,,1,0
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1416914307""","=""9781416914303""",0,4.27,Margaret K. McElderry Books,Hardcover,541,2009,2009,,2022/08/07,"low-fantasy, owned","low-fantasy (#8), owned (#5)",read,,,,1,0
6752378,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,"Clare, Cassandra",,"=""1442403543""","=""9781442403543""",0,4.07,Margaret K. McElderry Books,Hardcover,425,2011,2011,,2022/08/07,"low-fantasy, owned","low-fantasy (#7), owned (#6)",read,,,,1,0
8755776,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,"Clare, Cassandra",,"=""1442416866""","=""9781442416864""",0,4.21,Margaret K. McElderry Books,Hardcover,535,2012,2012,,2022/08/07,"low-fantasy, owned","low-fantasy (#10), owned (#7)",read,,,,1,0
